Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.333333333,0,0.666905444,1,0.285714286,3,2,1,0,0.157142857,3,1,2,1,0,0.168035808,0.326440474,7,1,0.785714286,4,1,0,0.25,2,4,0.125,0.222222222,0,0.235294118
0.380952381,0,0.046561605,1,0.25,5,0,2,0,0.028571429,3,2,3,1,2,0.216535018,0.08403935,3,1,0.214285714,3,3,1,0.175,3,3,0,0,0,0
0.571428571,1,0.324498567,0,0.892857143,3,3,3,0,0.671428571,3,4,0,2,1,0.659083728,0.512748444,5,1,0.214285714,3,4,1,0.575,2,4,0.5,0.222222222,0.266666667,0.470588235
0.333333333,0,0.166189112,1,0.142857143,2,0,1,1,0.714285714,4,1,1,2,2,0.120537125,0.520337282,0,0,0.071428571,3,4,2,0.175,5,2,0.15,0.111111111,0,0.294117647
0.142857143,1,0.333094556,1,0.035714286,1,4,1,0,0.028571429,3,1,1,4,0,0.144865719,0.607267617,1,0,0.142857143,3,3,0,0.15,2,3,0.15,0.166666667,0.066666667,0.176470588
0.523809524,1,0.306590258,1,0,4,0,3,1,0.685714286,2,4,4,2,1,0.657925224,0.482674162,1,1,0.785714286,4,4,1,0.55,3,2,0.55,0.166666667,0.733333333,0.647058824
0.238095238,0,0.932664756,1,0.571428571,3,4,3,1,0.028571429,2,1,2,4,2,0.071511322,0.669945794,5,1,0.071428571,3,1,1,0.15,2,2,0.1,0.055555556,0,0.176470588
0.142857143,2,0.409025788,1,0.357142857,2,1,1,0,0.942857143,4,2,3,3,2,0.158083202,0.246456535,0,1,0.5,3,4,1,0.125,5,2,0.1,0.111111111,0.066666667,0.176470588
0.214285714,1,0.884670487,2,0.75,3,5,1,0,0.4,2,1,8,2,1,0.097630332,0.701104196,1,1,0.071428571,3,1,0,0.025,2,3,0.025,0,0,0
0.666666667,1,0.383954155,1,0,3,2,3,1,0.142857143,2,3,4,1,1,0.508899421,0.042079904,2,0,0.142857143,3,3,1,0.525,5,2,0.25,0.5,0.6,0.294117647
0.285714286,0,0.769340974,1,0.678571429,3,1,3,1,0.785714286,3,2,3,1,1,0.471195366,0.281148364,0,1,0.285714286,3,3,1,0.175,1,2,0.15,0.111111111,0,0.117647059
0.214285714,0,0.717048711,1,0.464285714,3,0,1,1,0.171428571,3,1,1,1,1,0.064560295,0.493194138,1,0,0.214285714,3,4,2,0.225,3,2,0.225,0.388888889,0.4,0.470588235
0.023809524,0,0.116762178,1,0.857142857,3,0,2,0,0.385714286,4,1,1,4,0,0.104528699,0.767998394,1,0,0.071428571,3,4,0,0.025,2,3,0.025,0,0,0.058823529
0.261904762,0,0.349570201,1,0.107142857,3,4,4,0,0.871428571,2,1,1,1,2,0.057925224,0.317727364,1,1,0.142857143,3,3,1,0.025,2,3,0.025,0,0,0
0.30952381,0,0.687679083,1,0.821428571,3,2,3,0,0.942857143,2,2,4,1,0,0.305581885,0.606464565,1,1,0.571428571,3,2,0,0.25,2,3,0.25,0.5,0.066666667,0.470588235
0.738095238,1,0.689111748,1,0.035714286,1,0,2,1,0.171428571,3,5,7,4,1,0.955871511,0.467536639,3,1,0.285714286,3,4,0,0.7,3,3,0.125,0.222222222,0.266666667,0.176470588
0.595238095,0,0.224212034,0,0.857142857,3,2,3,1,0.7,2,3,0,4,2,0.515481833,0.127444288,5,1,0.142857143,3,3,1,0.45,5,3,0.025,0,0,0
0.523809524,0,0.765759312,1,0.321428571,4,0,4,0,0.228571429,4,1,2,3,1,0.06340179,0.819152781,3,0,0.142857143,3,3,1,0.25,3,3,0.175,0.388888889,0.066666667,0.411764706
0.833333333,0,0.803008596,1,0.214285714,2,2,4,0,0.285714286,3,5,5,3,2,0.926645603,0.664364585,3,1,0.5,3,2,1,0.65,6,3,0.175,0.388888889,0.266666667,0.411764706
0.214285714,0,0.069484241,1,0.178571429,3,0,4,1,0.357142857,2,1,1,3,1,0.08056872,0.235133507,1,1,0.142857143,3,3,1,0.1,0,3,0.1,0.111111111,0.133333333,0.117647059
0.452380952,1,0.563753582,1,0.285714286,3,2,2,1,0.328571429,3,1,1,4,1,0.069352291,0.374101586,1,0,0.071428571,3,3,3,0.1,3,2,0.1,0.111111111,0.066666667,0.117647059
0.404761905,0,0.083810888,1,0.535714286,2,1,4,0,0.2,2,2,3,2,1,0.198999473,0.935314194,0,0,0,3,4,0,0.1,2,3,0.075,0.111111111,0,0.117647059
0.5,0,0.525071633,1,0.642857143,4,1,4,1,0.157142857,3,2,1,4,2,0.152343339,0.122344911,8,1,0.214285714,3,2,3,0.175,2,3,0.05,0.111111111,0.133333333,0.117647059
0.80952381,1,0.564469914,1,0.857142857,4,2,3,0,0.728571429,2,4,3,4,1,0.674934176,0.679943786,3,1,0.785714286,4,3,0,0.775,3,3,0.225,0.444444444,0,0
0.857142857,1,0.618911175,1,0,4,0,4,0,0.328571429,3,3,3,3,2,0.499894681,0.303754266,7,1,0.428571429,3,1,1,0.825,2,1,0.125,0.222222222,0.066666667,0.235294118
0.785714286,0,0.933381089,1,0.357142857,2,4,4,0,0.742857143,2,4,3,2,0,0.638915219,0.897209396,3,1,0.357142857,3,2,0,0.725,1,2,0.125,0.111111111,0,0.176470588
0.404761905,0,0.305157593,2,0.25,4,4,3,1,1,3,1,8,3,0,0.174512902,0.201325035,1,1,0.428571429,3,2,0,0.15,2,1,0.125,0.222222222,0.066666667,0.235294118
0.357142857,0,0.20773639,0,0.035714286,4,2,4,1,0.9,3,2,0,4,2,0.236756187,0.073358763,1,1,0.214285714,3,3,2,0.15,5,3,0.15,0.111111111,0,0.235294118
0.380952381,0,0.081661891,0,0,4,3,2,1,0.642857143,4,2,0,4,2,0.45897841,0.408913873,0,1,0,3,4,1,0.4,2,2,0.375,0.055555556,0,0.529411765
0.261904762,1,0.461318052,0,0.821428571,3,4,3,1,0.214285714,4,1,6,1,0,0.004318062,0.343224252,1,1,0.428571429,3,4,0,0.025,3,3,0.025,0,0,0
0.238095238,0,0.000716332,1,0.821428571,3,0,3,1,0.285714286,2,1,2,3,0,0.053659821,0.435775949,5,0,0.214285714,3,2,0,0.15,4,3,0.1,0.111111111,0,0.176470588
0.476190476,1,0.423352436,1,0.214285714,3,0,4,1,0.385714286,4,1,1,3,2,0.08430753,0.548243325,1,1,0,3,4,3,0.1,2,3,0.1,0.111111111,0,0.176470588
0.642857143,0,0.107449857,1,0.035714286,3,0,2,0,0.928571429,2,1,1,3,0,0.066614007,0.162979321,1,1,0.214285714,3,4,0,0.025,3,3,0.025,0,0,0
0.333333333,0,0.19269341,0,0.642857143,3,0,4,1,0.714285714,1,3,0,3,1,0.452922591,0.070106404,3,1,0.142857143,3,3,1,0.25,2,1,0.1,0.166666667,0,0.117647059
0.428571429,1,0.782951289,1,0.357142857,3,0,2,1,0.928571429,2,2,3,2,0,0.289099526,0.825617346,1,1,0.142857143,3,3,0,0.15,3,3,0.15,0.277777778,0,0.176470588
0.214285714,0,0.944126074,0,0.035714286,1,3,3,1,0.785714286,3,1,6,1,2,0.107003686,0.572254567,0,1,0,3,2,1,0.125,3,3,0.1,0.166666667,0,0.117647059
0.19047619,0,0.482091691,0,1,2,2,1,1,0.214285714,3,2,0,3,2,0.173617694,0.087251556,5,1,0.071428571,3,1,2,0.2,5,3,0,0,0,0
0.523809524,0,0.244985673,0,0.035714286,2,3,2,0,0.885714286,3,2,0,2,1,0.245813586,0.086890183,3,1,0.214285714,3,3,1,0.375,4,3,0.275,0.444444444,0.333333333,0.588235294
0.595238095,0,0.30730659,0,0.107142857,4,3,4,0,0.371428571,2,3,0,4,0,0.485624013,0.733587633,3,1,0.214285714,3,4,0,0.575,3,4,0.525,0.388888889,1,1
0.785714286,1,0.096704871,0,0.285714286,3,0,4,1,0.757142857,3,5,5,2,2,0.991995787,0.68668942,4,0,0.928571429,4,1,1,0.775,5,2,0.725,0.555555556,0.733333333,0.588235294
0.738095238,0,0.506446991,1,0,3,0,3,1,0.085714286,3,4,5,3,0,0.75671406,0.814695844,4,1,0.214285714,3,1,0,0.575,2,3,0.2,0.388888889,0,0
0.404761905,0,0.361747851,1,0.285714286,3,0,4,0,0.514285714,2,3,3,3,1,0.509531332,0.857779562,1,0,0.642857143,4,2,1,0.425,2,3,0.425,0.777777778,0.333333333,0.882352941
0.30952381,0,0.149713467,1,0.678571429,3,0,2,1,0.842857143,3,2,2,3,2,0.16787783,0.663722144,1,1,0,3,1,1,0.25,2,3,0.25,0.444444444,0,0.117647059
0.595238095,0,0.101719198,2,0.035714286,3,0,2,1,0.957142857,3,1,8,4,0,0.133228015,0.118008432,0,1,0.142857143,3,2,0,0.25,5,3,0.225,0.388888889,0.066666667,0.470588235
0.547619048,2,0.32234957,2,0.107142857,3,5,3,1,0.428571429,1,2,8,2,1,0.285466035,0.750853242,6,1,0.571428571,3,2,1,0.25,4,3,0.075,0.111111111,0.066666667,0.117647059
0.19047619,0,0.898997135,1,0.857142857,3,0,1,1,0.257142857,1,1,2,3,0,0.067614534,0.339851435,1,1,0.071428571,3,3,0,0.025,2,2,0.025,0,0,0.058823529
0.761904762,0,0.714183381,1,1,4,0,2,1,0.828571429,2,4,5,3,1,0.844497104,0.289901626,0,1,0.285714286,3,2,1,0.7,2,3,0.675,0.555555556,1,0.411764706
0.452380952,0,0.95773639,1,0.107142857,1,0,3,1,0.342857143,3,1,1,3,1,0.104634018,0.123991166,7,0,0.285714286,3,4,0,0.2,2,3,0.15,0.222222222,0.066666667,0.176470588
0.285714286,2,0.520773639,1,0,1,0,3,1,0.828571429,2,3,3,3,0,0.393101632,0.75611323,1,1,0.785714286,4,3,0,0.3,2,3,0.275,0.444444444,0.333333333,0.470588235
0.380952381,0,0.111747851,0,0.714285714,4,0,4,1,0.628571429,4,2,0,4,0,0.227909426,0.71580004,1,1,0.071428571,3,4,0,0.25,3,3,0.25,0.388888889,0.333333333,0.411764706
0.380952381,0,0.403295129,1,0.178571429,4,1,1,0,0.157142857,3,2,1,3,0,0.200105319,0.417104999,1,1,0.214285714,3,3,0,0.4,3,3,0.4,0.722222222,0.133333333,0.588235294
0.476190476,0,0.915472779,1,0.285714286,2,0,3,0,0.642857143,3,1,2,4,0,0.067351237,0.16964465,1,1,0.071428571,3,3,0,0.05,3,3,0.05,0.111111111,0.133333333,0.058823529
0.380952381,1,0.094555874,1,0.285714286,4,0,4,1,0.9,3,2,2,1,1,0.22838336,0.165187713,4,1,0.428571429,3,3,1,0.275,3,2,0.175,0.055555556,0,0.411764706
0.666666667,0,0.276504298,0,0.035714286,3,4,3,0,0.642857143,1,4,5,2,1,0.835334387,0.517285686,3,0,0.071428571,3,2,1,0.7,2,2,0.175,0.388888889,0.466666667,0.411764706
0.69047619,0,0.611031519,0,0.107142857,2,0,4,0,0.757142857,3,2,0,4,0,0.166087414,0.260068259,1,0,0.428571429,3,3,0,0.225,0,3,0.225,0,0,0.411764706
0.404761905,0,0.926217765,1,0.285714286,4,2,2,1,0.257142857,3,2,1,3,0,0.215323855,0.666693435,1,1,0.571428571,3,2,0,0.25,5,3,0.25,0.388888889,0,0.470588235
0.547619048,0,0.49713467,0,0.107142857,1,3,3,0,0.728571429,3,3,0,3,2,0.49699842,0.978277454,0,0,0.142857143,3,4,1,0.575,3,4,0.55,0.777777778,0.866666667,0.294117647
0.166666667,0,0.606733524,1,0,3,4,1,1,0.728571429,3,1,2,4,1,0.116903633,0.113069665,4,1,0,3,2,1,0.175,2,2,0.075,0.111111111,0,0.117647059
0.404761905,0,0.655444126,1,0.178571429,4,0,2,1,0.742857143,1,2,1,4,0,0.296840442,0.693595664,1,1,0.142857143,3,2,0,0.425,3,3,0.425,0.611111111,0.733333333,0.470588235
0.5,2,0.351002865,1,0.035714286,3,0,1,0,0.342857143,2,1,2,1,0,0.138862559,0.605781971,2,0,0.857142857,4,2,0,0.275,2,4,0.025,0,0,0
0.404761905,0,0.828080229,1,0,4,0,4,0,0.142857143,4,1,1,3,0,0.078830964,0.449989962,3,1,0.142857143,3,3,0,0.175,0,3,0.05,0.111111111,0.133333333,0.117647059
0.380952381,0,0.891117479,1,0.642857143,2,2,2,1,0.9,3,1,2,4,2,0.086993154,0.267576792,0,1,0,3,3,1,0.075,2,3,0.05,0.111111111,0.066666667,0.117647059
0.619047619,0,0.305157593,2,0,3,0,3,0,0.2,3,1,8,4,2,0.115113217,0.083236298,4,0,0.5,3,1,3,0.2,2,3,0.05,0.111111111,0.133333333,0.117647059
0.523809524,2,0.083094556,1,0.25,1,2,4,1,0.357142857,2,3,7,2,2,0.671300685,0.926882152,2,1,0,3,3,1,0.4,5,3,0.225,0.444444444,0.266666667,0.470588235
0.142857143,0,0.423352436,0,0.071428571,2,0,1,0,0.5,3,2,0,3,0,0.187888362,0.911102188,9,1,0.214285714,3,1,0,0.1,3,3,0.05,0.111111111,0.133333333,0
0.142857143,2,0.835959885,1,0.107142857,1,0,1,1,0.228571429,2,1,2,4,1,0.113375461,0.348685003,0,1,0.428571429,3,4,0,0.15,2,2,0.125,0.111111111,0.2,0.235294118
0.80952381,0,0.371776504,0,0.071428571,4,3,3,1,0.014285714,2,4,5,1,1,0.834491838,0.320819113,1,1,0,3,1,0,0.85,3,4,0.85,0.333333333,0.066666667,0.941176471
0.380952381,0,0.453438395,0,0.071428571,1,2,4,0,0.642857143,2,2,0,4,1,0.373565034,0.578237302,3,0,0.071428571,3,3,0,0.225,3,2,0.1,0.111111111,0,0.058823529
0.761904762,0,0.153295129,0,0.25,4,3,4,1,0.342857143,3,1,6,2,1,0.150921538,0.316763702,7,1,0.285714286,3,4,1,0.1,2,3,0.05,0.111111111,0.133333333,0.117647059
0.428571429,2,0.532234957,0,0,5,2,4,0,0.214285714,3,2,0,4,0,0.297209057,0.529291307,4,1,0.285714286,3,2,0,0.175,6,3,0.025,0,0,0
0.523809524,0,0.570200573,2,0.178571429,2,2,3,1,0.114285714,3,4,5,4,0,0.812427593,0.613812487,1,0,0.714285714,4,4,0,0.525,2,3,0.525,0.388888889,0.466666667,0.411764706
0.357142857,0,0.285816619,1,0.5,2,2,2,0,0.928571429,3,2,4,4,1,0.20373881,0.785344308,0,0,0.142857143,3,1,1,0.25,6,3,0.225,0.388888889,0.533333333,0.058823529
0.452380952,0,0.499283668,1,0,3,4,2,0,0.414285714,3,3,3,4,0,0.341337546,0.873479221,4,1,0.428571429,3,4,0,0.3,3,4,0.15,0.277777778,0.066666667,0.117647059
0.571428571,0,0.358882521,1,0.214285714,4,2,2,0,0.685714286,4,2,1,2,1,0.071774618,0.141899217,6,0,0.357142857,3,4,0,0.45,2,3,0.025,0,0,0
0.357142857,0,0.310888252,0,0.321428571,5,3,4,1,0.742857143,4,3,0,3,2,0.388151659,0.7875527,0,0,0.214285714,3,4,2,0.25,3,3,0.225,0.444444444,0,0.470588235
0.357142857,1,0.290830946,0,0.321428571,3,3,2,1,0.228571429,2,2,0,4,0,0.193417588,0.089259185,3,1,0.214285714,3,3,0,0.225,6,2,0.175,0.388888889,0,0.058823529
0.428571429,0,0.591690544,0,0,2,0,2,1,0.371428571,3,2,0,4,1,0.273407056,0.029271231,1,0,0.214285714,3,4,1,0.45,1,2,0.45,0.777777778,0.266666667,0.647058824
0.333333333,2,0.775071633,1,0,3,0,3,0,0.571428571,2,1,2,2,1,0.069668246,0.07548685,6,1,0.642857143,4,3,0,0.125,3,3,0.075,0,0,0.117647059
0.523809524,2,0.744985673,1,0.25,2,0,4,1,0.6,3,2,4,4,2,0.161137441,0.270909456,3,0,0.5,3,3,0,0.2,2,3,0.05,0.111111111,0.133333333,0.117647059
0.30952381,0,0.928366762,2,0.25,2,2,4,0,0.942857143,4,1,8,2,0,0.057925224,0.904035334,9,1,0.5,3,4,0,0.2,3,3,0.075,0.111111111,0,0.117647059
0.5,0,1,0,0.714285714,4,0,1,1,0.2,2,2,0,4,1,0.269141654,0.05914475,3,0,0.071428571,3,4,2,0.2,2,4,0.125,0.222222222,0.066666667,0.235294118
0.952380952,0,0.838108883,1,0.142857143,3,4,3,0,0.1,2,3,4,2,2,0.502527646,0.287532624,2,0,0.142857143,3,4,1,0.6,3,3,0.15,0,0,0.235294118
0.380952381,0,0.860315186,1,0.035714286,4,0,4,1,0.457142857,2,1,1,3,2,0.092627699,0.25384461,3,1,0.071428571,3,3,1,0.35,3,3,0.175,0.166666667,0.333333333,0.411764706
0.119047619,0,0.194126074,1,0,2,0,4,1,0.242857143,3,1,1,3,1,0.011269089,0.594539249,1,1,0.785714286,4,4,1,0.025,2,3,0.025,0,0,0.058823529
0.452380952,0,0.655444126,1,0,2,2,3,0,0.757142857,2,1,1,1,1,0.153291206,0.666653282,2,1,0.214285714,3,1,1,0.425,2,2,0.075,0.055555556,0,0.117647059
0.380952381,0,0.290114613,0,0.5,2,2,3,0,0.514285714,3,2,0,1,0,0.26940495,0.86163421,1,1,0.071428571,3,4,0,0.25,6,4,0.25,0.444444444,0.6,0.352941176
0.428571429,2,0.954154728,0,0.25,4,0,1,1,0.657142857,2,3,0,1,0,0.346392838,0.487251556,1,1,0.285714286,3,2,0,0.25,1,3,0.25,0.388888889,0,0.529411765
0.69047619,2,0.404011461,1,1,4,0,1,1,0.828571429,3,3,5,2,1,0.570826751,0.328207187,1,0,0.071428571,3,4,1,0.25,2,2,0.25,0.388888889,0.6,0.529411765
0.30952381,1,0.494985673,0,0.678571429,3,0,3,1,0.528571429,4,1,6,4,1,0.093838863,0.798514355,0,1,0.071428571,3,1,1,0.075,4,3,0.05,0.111111111,0.133333333,0.117647059
0.19047619,0,0.344555874,1,0.107142857,2,0,3,1,0.328571429,3,1,1,4,0,0.098262243,0.316362176,1,0,0.642857143,4,2,0,0.2,2,2,0.2,0.277777778,0.133333333,0.117647059
0.642857143,0,0.919054441,1,0.678571429,2,2,3,1,0.7,3,4,4,4,1,0.657556609,0.217104999,0,0,0.214285714,3,2,0,0.525,2,3,0.5,0.388888889,0.266666667,0.588235294
0.166666667,0,0.843839542,1,0.214285714,1,2,4,1,0.485714286,2,1,1,4,1,0.098999473,0.995904437,1,1,0,3,3,2,0.05,2,3,0.05,0.111111111,0.133333333,0.058823529
0.285714286,0,0.702005731,0,0.392857143,3,4,2,0,0.757142857,3,2,0,3,0,0.293206951,0.701224654,0,1,0,3,2,0,0.15,6,3,0.125,0.222222222,0.266666667,0.235294118
0.595238095,0,0.636103152,1,0.928571429,3,4,4,1,0.814285714,4,1,2,2,2,0.203633491,0.151013853,5,1,0.071428571,3,3,1,0.2,0,3,0.15,0.222222222,0,0.117647059
0.30952381,0,0.520057307,0,0.035714286,1,0,2,1,0.671428571,3,2,0,4,0,0.293470247,0.251033929,4,0,0.142857143,3,3,0,0.25,2,4,0.15,0.277777778,0,0.294117647
0.238095238,1,0.493553009,1,0,4,2,4,1,0.2,3,1,2,3,0,0.060294892,0.190644449,0,0,0,3,3,0,0.125,2,2,0.1,0.111111111,0,0.117647059
0.261904762,1,0.168338109,1,0.464285714,1,1,3,0,0.771428571,3,3,4,4,0,0.344602422,0.836619153,0,0,0.071428571,3,1,0,0.225,1,3,0.2,0.388888889,0.466666667,0.411764706
0.833333333,0,0.548710602,0,0.25,3,3,1,1,0.614285714,3,4,0,4,1,0.57014218,0.830957639,5,1,0.214285714,3,3,1,0.7,3,3,0.05,0,0.133333333,0.117647059
0.523809524,0,0.141117479,0,0.857142857,4,3,4,1,0.385714286,2,3,0,2,0,0.425750395,0.607950211,2,0,0.071428571,3,3,0,0.225,2,3,0.125,0.222222222,0.066666667,0
0.476190476,0,0.75286533,1,0.178571429,2,1,4,0,0.142857143,2,1,2,3,1,0.14181148,0.573459145,1,1,0,3,2,1,0.125,3,3,0.125,0.222222222,0,0.235294118
0.428571429,0,0.061604585,1,0.214285714,4,1,2,1,0.5,3,1,1,4,0,0.193206951,0.851194539,2,1,0.5,3,3,0,0.2,6,3,0.15,0.111111111,0,0.058823529
0.261904762,1,0.255730659,1,0.821428571,2,0,4,1,0.614285714,2,1,1,4,0,0.075302791,0.508291508,1,0,0.928571429,4,2,0,0.025,3,2,0.025,0,0.066666667,0
0.666666667,0,0.452722063,1,0.035714286,4,2,3,1,0.228571429,3,5,7,4,2,0.964665613,0.486809878,7,0,0.428571429,3,3,1,0.6,3,3,0.05,0.055555556,0.133333333,0.117647059
0.404761905,2,0.772206304,1,0.035714286,2,2,2,1,0.857142857,3,2,3,4,2,0.250289626,0.897329853,2,1,0.214285714,3,3,1,0.375,6,3,0.175,0.388888889,0.066666667,0.411764706
0.214285714,0,0.913323782,0,0.035714286,3,0,4,1,0.628571429,3,2,0,3,0,0.182675092,0.126400321,1,0,0,3,1,0,0.125,3,3,0.125,0.222222222,0,0.235294118
0.761904762,0,0.116045845,0,0.285714286,3,3,3,1,0.414285714,3,5,5,3,1,0.964823591,0.699658703,4,0,0.357142857,3,3,1,0.675,2,3,0.025,0,0,0
0.261904762,0,0.446991404,1,1,1,0,4,1,0.9,1,2,4,3,2,0.283043707,0.764866493,8,1,0.428571429,3,4,2,0.275,3,3,0.175,0,0.066666667,0.352941176
0.880952381,2,0.244985673,1,0.035714286,1,2,3,1,0.142857143,2,4,5,1,0,0.829225908,0.611483638,7,1,0.285714286,3,2,0,0.775,3,4,0.225,0.388888889,0.4,0.117647059
0.666666667,0,0.217765043,0,0.071428571,1,3,1,1,0.314285714,3,4,5,3,1,0.866561348,0.542140133,3,1,0.071428571,3,4,1,0.575,3,3,0.3,0.5,0.266666667,0.529411765
0.19047619,1,0.171919771,1,0.035714286,3,0,1,1,0.385714286,3,1,1,1,1,0.054397051,0.532101988,6,0,0.214285714,3,2,1,0.15,2,3,0.075,0.111111111,0.066666667,0.117647059
0.357142857,0,0.348853868,1,0.964285714,4,0,2,1,0.7,3,2,2,3,1,0.221063718,0.837382052,1,0,0.071428571,3,2,1,0.375,3,3,0.375,0.777777778,0.333333333,0.411764706
0.261904762,0,0.823782235,1,0.785714286,2,0,3,1,0.728571429,4,1,1,3,1,0.089046867,0.870708693,1,1,0.928571429,4,3,1,0.25,3,3,0.25,0.388888889,0,0.411764706
0.547619048,0,0.584527221,0,0.178571429,3,3,4,1,0.071428571,3,3,0,3,0,0.433491311,0.553101787,1,1,0.071428571,3,2,0,0.25,3,3,0.25,0.444444444,0.533333333,0.411764706
0.547619048,0,0.388968481,0,0,3,3,2,1,0.271428571,4,3,0,1,1,0.38878357,0.701545874,1,1,0.357142857,3,3,1,0.25,2,3,0.25,0.388888889,0,0.411764706
0.333333333,0,0.012893983,1,0.178571429,5,0,3,1,0.185714286,3,1,1,3,0,0.106845708,0.415017065,3,1,0.642857143,4,1,0,0.2,2,3,0.125,0.222222222,0.066666667,0.235294118
0.714285714,0,0.279369628,0,0.535714286,4,0,3,0,0.942857143,3,2,0,3,2,0.285939968,0.465729773,8,1,0.214285714,3,3,1,0.45,2,3,0.2,0.388888889,0.466666667,0.411764706
0.333333333,0,0.575931232,0,0.214285714,3,0,4,1,0.871428571,2,2,0,3,1,0.235650342,0.597912066,1,1,0.214285714,3,3,1,0.325,3,2,0.325,0.444444444,0.266666667,0.470588235
0.523809524,1,0.44269341,1,0.535714286,4,2,1,1,0.3,2,2,2,3,0,0.215113217,0.397068862,6,1,0.214285714,3,4,0,0.25,6,3,0.025,0,0,0
0.428571429,0,0.306590258,0,0.071428571,1,0,3,1,0.3,2,3,0,4,1,0.490573986,0.137482433,1,0,0,3,1,1,0.4,6,3,0.4,0.388888889,0.2,0.411764706
0.5,0,0.568051576,0,0.142857143,3,4,4,1,0.371428571,3,2,6,4,1,0.05671406,0.049829352,3,1,0.214285714,3,3,1,0.475,6,4,0.025,0,0,0
0.666666667,0,0.23495702,1,0,4,2,4,1,0.142857143,3,5,7,4,2,0.980410742,0.776992572,9,1,0.428571429,3,4,2,0.575,0,3,0.05,0.111111111,0.133333333,0.117647059
0.261904762,0,0.424068768,1,0,3,0,4,0,0.814285714,2,4,7,4,2,0.795945234,0.053362779,3,1,0.214285714,3,2,2,0.225,2,2,0.175,0.388888889,0.066666667,0.411764706
0.5,0,0.444126074,0,0.821428571,1,3,2,0,0.428571429,2,4,0,4,1,0.580410742,0.270387472,0,1,0,3,1,1,0.525,2,2,0.5,0.5,0.6,0.352941176
0.023809524,2,0.287965616,1,0.321428571,3,2,1,0,0.942857143,2,1,1,2,0,0.0447604,0.162778559,1,0,1,4,2,0,0.025,2,4,0.025,0.055555556,0,0
0.619047619,0,0.972063037,1,0.321428571,4,1,4,1,0.157142857,3,2,4,4,1,0.28730911,0.683677976,2,0,0.142857143,3,4,0,0.225,5,4,0.1,0.111111111,0.066666667,0.176470588
0.285714286,0,0.646848138,1,0.071428571,3,4,4,0,0.828571429,3,1,1,1,0,0.086782517,0.259465971,5,0,0,3,3,0,0.2,5,3,0.125,0.111111111,0,0.235294118
0.238095238,1,0.065186246,1,0.035714286,3,0,4,1,0.314285714,2,1,2,4,1,0.150500263,0.486970488,1,0,0.071428571,3,2,1,0.05,2,3,0.05,0.111111111,0.133333333,0.117647059
0.714285714,0,0.539398281,1,0.107142857,3,0,4,1,0.342857143,3,3,3,4,0,0.362769879,0.667014656,1,1,0,3,3,0,0.275,2,3,0.25,0.5,0,0.470588235
0.428571429,0,0.154727794,1,0.285714286,3,2,4,1,0.7,2,1,1,3,1,0.125276461,0.790323228,0,0,0.428571429,3,1,1,0.05,0,2,0.025,0,0,0
0.357142857,0,0.17765043,0,0.142857143,3,3,4,0,0.057142857,3,1,6,3,0,0.09699842,0.283316603,1,0,0.142857143,3,2,0,0.025,2,3,0.025,0,0,0
0.285714286,0,0.381088825,1,0.571428571,4,2,2,0,0.928571429,3,3,5,1,1,0.574354924,0.956956434,1,0,0.857142857,4,4,2,0.225,2,3,0.225,0.055555556,0,0.470588235
0.261904762,1,0.504297994,1,0,4,0,2,1,0.657142857,1,1,1,4,2,0.090100053,0.677173258,1,1,0.5,3,4,1,0.25,5,3,0.25,0.388888889,0.133333333,0.470588235
0.833333333,0,0.800143266,0,0.035714286,4,0,1,0,0.685714286,2,4,5,4,1,0.759241706,0.800120458,2,1,0.357142857,3,3,0,0.775,3,3,0.625,0.444444444,0.2,0.411764706
0.476190476,0,0.118911175,1,0.035714286,5,2,4,1,0.885714286,3,1,1,3,1,0.107846235,0.737883959,6,0,0.142857143,3,2,1,0.15,0,1,0.025,0,0,0.058823529
0.261904762,0,0.709169054,1,0,4,2,1,1,0.085714286,3,1,1,4,1,0.198946814,0.964866493,9,0,0.214285714,3,2,3,0.1,3,4,0.05,0.111111111,0.133333333,0.117647059
0.595238095,0,0.90974212,0,0.285714286,3,3,1,0,0.785714286,1,2,0,3,0,0.22838336,0.296928328,8,1,0.142857143,3,2,0,0.175,2,2,0.1,0.166666667,0.066666667,0.176470588
0.904761905,0,0.759312321,1,0.821428571,2,0,1,1,0.957142857,3,1,2,4,0,0.083096367,0.327926119,1,1,0.357142857,3,4,0,0.125,3,3,0.1,0.111111111,0.066666667,0
0.285714286,1,0.443409742,1,0,2,2,3,0,0.4,3,2,2,4,0,0.158083202,0.348805461,1,1,0.857142857,4,4,0,0.3,2,3,0.3,0.444444444,0.2,0.411764706
0.571428571,0,0.507163324,1,0.785714286,5,0,1,0,0.2,3,4,7,4,0,0.788994207,0.554386669,2,1,0.214285714,3,2,0,0.4,2,3,0.025,0,0,0
